seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr1	32226159	32226293	135	*	X02494	100423028	32224261	32224336	76	-	1822	upstream	1822	MIR4254
chr1	32229338	32229528	191	*	X02498	576	32192718	32229648	36931	-	0	inside	119	ADGRB2
chr1	32230103	32230173	71	*	X02500	576	32192718	32229648	36931	-	454	upstream	454	ADGRB2
chr1	32230989	32231020	32	*	X02501	576	32192718	32229648	36931	-	1340	upstream	1340	ADGRB2
chr1	32404415	32404534	120	*	X02514	8073	32372022	32403988	31967	-	426	upstream	426	PTP4A2
chr1	32405282	32405309	28	*	X02515	8073	32372022	32403988	31967	-	1293	upstream	1293	PTP4A2
chr1	32405344	32405371	28	*	X02516	8073	32372022	32403988	31967	-	1355	upstream	1355	PTP4A2
chr1	32478845	32479159	315	*	X02520	10657	32479295	32526460	47166	+	135	upstream	135	KHDRBS1
chr1	32645545	32645649	105	*	X02527	200081	32645345	32663886	18542	+	0	inside	199	TXLNA
chr1	32664400	32664519	120	*	X02530	79140	32666202	32670991	4790	+	1682	upstream	1682	CCDC28B
chr1	32665889	32666008	120	*	X02531	79140	32666202	32670991	4790	+	193	upstream	193	CCDC28B
chr1	32666474	32666668	195	*	X02532	79140	32666202	32670991	4790	+	0	inside	271	CCDC28B
chr1	32688247	32688351	105	*	X02535	56063	32680078	32687926	7849	-	320	upstream	320	TMEM234
chr1	32706884	32707018	135	*	X02538	339483	32697261	32707311	10051	-	0	inside	292	MTMR9LP
chr1	32711864	32711953	90	*	X02539	84734	32712818	32714461	1644	+	864	upstream	864	FAM167B
chr1	32715599	32715733	135	*	X02541	3932	32716840	32751766	34927	+	1106	upstream	1106	LCK
chr1	32757706	32757739	34	*	X02546	3065	32757708	32799224	41517	+	0	overlapStart	0	HDAC1
chr1	32757980	32758228	249	*	X02547	3065	32757708	32799224	41517	+	0	inside	271	HDAC1
chr1	32802100	32802139	40	*	X02551	65108	32799430	32801840	2411	-	259	upstream	259	MARCKSL1
chr1	32802734	32802838	105	*	X02552	65108	32799430	32801840	2411	-	893	upstream	893	MARCKSL1
chr1	32803139	32803197	59	*	X02553	65108	32799430	32801840	2411	-	1298	upstream	1298	MARCKSL1
chr1	33116835	33116892	58	*	X02568	5928	33116749	33151812	35064	+	0	inside	85	RBBP4
chr1	33116835	33116892	58	*	X02568	339487	33065773	33116185	50413	-	649	upstream	649	ZBTB8OS
chr1	33168557	33168568	12	*	X02572	81493	33145507	33168361	22855	-	195	upstream	195	SYNC
chr1	33168644	33168748	105	*	X02573	81493	33145507	33168361	22855	-	282	upstream	282	SYNC
chr1	33168824	33168973	150	*	X02574	81493	33145507	33168361	22855	-	462	upstream	462	SYNC
chr1	33283189	33283428	240	*	X02594	64766	33283043	33324480	41438	+	0	inside	145	S100PBP
chr1	33283189	33283428	240	*	X02594	8565	33240840	33283633	42794	-	0	inside	204	YARS1
chr1	33283759	33283893	135	*	X02595	8565	33240840	33283633	42794	-	125	upstream	125	YARS1
chr1	33337831	33337965	135	*	X02600	252995	33327869	33338082	10214	-	0	inside	116	FNDC5
chr1	33338071	33338078	8	*	X02601	252995	33327869	33338082	10214	-	0	inside	3	FNDC5
chr1	33350029	33350448	420	*	X02604	3208	33352098	33360247	8150	+	1649	upstream	1649	HPCA
chr1	33350459	33350533	75	*	X02605	3208	33352098	33360247	8150	+	1564	upstream	1564	HPCA
chr1	33350654	33350788	135	*	X02606	3208	33352098	33360247	8150	+	1309	upstream	1309	HPCA
chr1	33351379	33351648	270	*	X02607	3208	33352098	33360247	8150	+	449	upstream	449	HPCA
chr1	33351709	33351768	60	*	X02608	3208	33352098	33360247	8150	+	329	upstream	329	HPCA
chr1	33351904	33351914	11	*	X02609	3208	33352098	33360247	8150	+	183	upstream	183	HPCA
chr1	33366779	33366837	59	*	X02620	113452	33360196	33366953	6758	-	0	inside	115	TMEM54
chr1	33647302	33647437	136	*	X02633	55223	33611003	33647671	36669	-	0	inside	233	TRIM62
chr1	33648382	33648546	165	*	X02634	55223	33611003	33647671	36669	-	710	upstream	710	TRIM62
chr1	33721155	33721274	120	*	X02636	149076	33722174	33766320	44147	+	899	upstream	899	ZNF362
chr1	34630989	34631123	135	*	X02676	84970	34632624	34684731	52108	+	1500	upstream	1500	C1orf94
chr1	34632478	34632596	119	*	X02677	84970	34632624	34684731	52108	+	27	upstream	27	C1orf94
chr1	34632478	34632596	119	*	X02677	114784	33979609	34631443	651835	-	1034	upstream	1034	CSMD2
chr1	35450860	35450964	105	*	X02688	100506144	35447127	35450948	3822	-	0	overlapStart	0	TMEM35B
chr1	35450860	35450964	105	*	X02688	653160	35441300	35450948	9649	-	0	overlapStart	0	GPR199P
chr1	35497244	35497378	135	*	X02689	9204	35449368	35497569	48202	-	0	inside	190	ZMYM6
chr1	36022921	36022997	77	*	X02701	23154	36023393	36032380	8988	+	395	upstream	395	NCDN
chr1	36024099	36024188	90	*	X02702	79932	35899091	36023551	124461	-	547	upstream	547	KIAA0319L
chr1	36024316	36024435	120	*	X02703	79932	35899091	36023551	124461	-	764	upstream	764	KIAA0319L
chr1	36024568	36024690	123	*	X02704	79932	35899091	36023551	124461	-	1016	upstream	1016	KIAA0319L
chr1	36025251	36025433	183	*	X02705	79932	35899091	36023551	124461	-	1699	upstream	1699	KIAA0319L
chr1	36038058	36038123	66	*	X02710	339488	36038971	36060927	21957	+	847	upstream	847	TFAP2E
chr1	36184767	36184869	103	*	X02720	127703	36179477	36184790	5314	-	0	overlapStart	0	C1orf216
chr1	36235495	36235602	108	*	X02723	63967	36197713	36235551	37839	-	0	overlapStart	0	CLSPN
chr1	36272193	36272224	32	*	X02724	192670	36273828	36323490	49663	+	1603	upstream	1603	AGO4
chr1	36273342	36273461	120	*	X02725	192670	36273828	36323490	49663	+	366	upstream	366	AGO4
chr1	36395242	36395361	120	*	X02732	192669	36396319	36522063	125745	+	957	upstream	957	AGO3
chr1	36396292	36396381	90	*	X02733	192669	36396319	36522063	125745	+	0	overlapStart	0	AGO3
chr1	36620117	36620206	90	*	X02745	55700	36621803	36646441	24639	+	1596	upstream	1596	MAP7D1
chr1	36620717	36620857	141	*	X02746	55700	36621803	36646441	24639	+	945	upstream	945	MAP7D1
chr1	36621038	36621157	120	*	X02747	55700	36621803	36646441	24639	+	645	upstream	645	MAP7D1
chr1	36622157	36622411	255	*	X02748	27095	36602170	36621654	19485	-	502	upstream	502	TRAPPC3
chr1	36623337	36623501	165	*	X02749	27095	36602170	36621654	19485	-	1682	upstream	1682	TRAPPC3
chr1	36690179	36690313	135	*	X02761	9967	36690017	36770957	80941	+	0	inside	161	THRAP3
chr1	36770716	36770805	90	*	X02767	79729	36771994	36790484	18491	+	1188	upstream	1188	SH3D21
chr1	36851197	36851297	101	*	X02783	83931	36805225	36851485	46261	-	0	inside	187	STK40
chr1	36930183	36930302	120	*	X02788	64960	36921362	36930040	8679	-	142	upstream	142	MRPS15
chr1	36931529	36931648	120	*	X02789	64960	36921362	36930040	8679	-	1488	upstream	1488	MRPS15
chr1	36931709	36931783	75	*	X02790	64960	36921362	36930040	8679	-	1668	upstream	1668	MRPS15
chr1	38158458	38158547	90	*	X02853	54955	38147242	38157888	10647	-	569	upstream	569	C1orf109
chr1	38231567	38231656	90	*	X02854	284656	38179553	38230824	51272	-	742	upstream	742	EPHA10
chr1	38259303	38259355	53	*	X02855	149175	38259774	38267278	7505	+	418	upstream	418	MANEAL
chr1	38274414	38274518	105	*	X02858	79693	38268614	38273865	5252	-	548	upstream	548	YRDC
chr1	38275607	38275786	180	*	X02859	79693	38268614	38273865	5252	-	1741	upstream	1741	YRDC
chr1	38325043	38325048	6	*	X02860	4520	38275239	38325292	50054	-	0	inside	243	MTF1
chr1	38471889	38471993	105	*	X02867	2275	38462442	38471187	8746	-	701	upstream	701	FHL3
chr1	38472069	38472116	48	*	X02868	2275	38462442	38471187	8746	-	881	upstream	881	FHL3
chr1	38472186	38472203	18	*	X02869	2275	38462442	38471187	8746	-	998	upstream	998	FHL3
chr1	38554426	38554435	10	*	X02879	100500801	38554903	38555001	99	+	467	upstream	467	MIR3659
chr1	39456329	39456440	112	*	X02913	79647	39456916	39471737	14822	+	475	upstream	475	AKIRIN1
chr1	39546557	39546824	268	*	X02918	23499	39547089	39952810	405722	+	264	upstream	264	MACF1
chr1	39874278	39874427	150	*	X02943	643314	39875176	39882154	6979	+	748	upstream	748	KIAA0754
chr1	39955392	39955526	135	*	X02945	353500	39957318	39995541	38224	+	1791	upstream	1791	BMP8A
chr1	40105083	40105202	120	*	X02948	26508	40089103	40105348	16246	-	0	inside	145	HEYL
chr1	40105293	40105320	28	*	X02949	26508	40089103	40105348	16246	-	0	inside	27	HEYL
chr1	40255632	40255713	82	*	X02953	656	40223903	40254533	30631	-	1098	upstream	1098	BMP8B
chr1	40367737	40367781	45	*	X02958	4610	40361096	40367687	6592	-	49	upstream	49	MYCL
chr1	40420696	40420714	19	*	X02960	84879	40420784	40435628	14845	+	69	upstream	69	MFSD2A
chr1	40506124	40506146	23	*	X02965	10487	40506255	40538321	32067	+	108	upstream	108	CAP1
chr1	40783281	40783366	86	*	X02970	1298	40766163	40783060	16898	-	220	upstream	220	COL9A2
chr1	40783412	40783531	120	*	X02971	1298	40766163	40783060	16898	-	351	upstream	351	COL9A2
chr1	40783742	40783789	48	*	X02972	1298	40766163	40783060	16898	-	681	upstream	681	COL9A2
chr1	40838654	40838743	90	*	X02973	64744	40839378	40888998	49621	+	634	upstream	634	SMAP2
chr1	41158014	41158103	90	*	X02984	100130557	41154752	41157933	3182	-	80	upstream	80	NFYC-AS1
chr1	41248951	41249051	101	*	X02989	9132	41249684	41306124	56441	+	632	upstream	632	KCNQ4
chr1	41328297	41328386	90	*	X02999	163732	41326728	41328018	1291	-	278	upstream	278	CITED4
chr1	41445260	41445349	90	*	X03004	1503	41445007	41478235	33229	+	0	inside	252	CTPS1
chr1	41707973	41708103	131	*	X03008	22955	41492871	41707815	214945	-	157	upstream	157	SCMH1
chr1	42501306	42501327	22	*	X03079	59269	41972036	42501596	529561	-	0	inside	268	HIVEP3
chr1	42502297	42502299	3	*	X03080	59269	41972036	42501596	529561	-	700	upstream	700	HIVEP3
chr1	42801171	42801287	117	*	X03088	22887	42642210	42801548	159339	-	0	inside	260	FOXJ3
chr1	42927875	42927979	105	*	X03090	728621	42929025	43120335	191311	+	1045	upstream	1045	CCDC30
chr1	43123134	43123143	10	*	X03091	10465	43124048	43142429	18382	+	904	upstream	904	PPIH
chr1	43206373	43206403	31	*	X03095	149461	43198764	43205925	7162	-	447	upstream	447	CLDN19
chr1	43231350	43231454	105	*	X03098	79078	43232916	43241413	8498	+	1461	upstream	1461	C1orf50
chr1	43232010	43232114	105	*	X03099	79078	43232916	43241413	8498	+	801	upstream	801	C1orf50
chr1	43232610	43232695	86	*	X03100	79078	43232916	43241413	8498	+	220	upstream	220	C1orf50
chr1	43232610	43232695	86	*	X03100	64175	43212006	43232755	20750	-	0	inside	59	P3H1
chr1	43282650	43282678	29	*	X03103	114625	43282776	43310660	27885	+	97	upstream	97	ERMAP
chr1	43423488	43423514	27	*	X03110	440584	43424720	43449029	24310	+	1205	upstream	1205	SLC2A1-DT
chr1	43424630	43424764	135	*	X03111	440584	43424720	43449029	24310	+	0	overlapStart	0	SLC2A1-DT
chr1	43424630	43424764	135	*	X03111	6513	43391046	43424847	33802	-	0	inside	82	SLC2A1
chr1	43736853	43736972	120	*	X03124	10969	43629845	43736607	106763	-	245	upstream	245	EBNA1BP2
chr1	43750953	43751072	120	*	X03126	149466	43747557	43751288	3732	-	0	inside	215	C1orf210
chr1	43765068	43765202	135	*	X03129	7075	43766566	43791552	24987	+	1363	upstream	1363	TIE1
chr1	43823780	43823839	60	*	X03138	991	43824626	43828873	4248	+	786	upstream	786	CDC20
chr1	43824315	43824360	46	*	X03139	991	43824626	43828873	4248	+	265	upstream	265	CDC20
chr1	43824710	43824799	90	*	X03140	991	43824626	43828873	4248	+	0	inside	83	CDC20
chr1	43833275	43833619	345	*	X03144	64834	43829068	43833745	4678	-	0	inside	125	ELOVL1
chr1	43833855	43833874	20	*	X03145	64834	43829068	43833745	4678	-	109	upstream	109	ELOVL1
chr1	43855657	43855746	90	*	X03146	23334	43855556	43919918	64363	+	0	inside	100	SZT2
chr1	43855657	43855746	90	*	X03146	112950	43849579	43855483	5905	-	173	upstream	173	MED8
chr1	43919586	43919595	10	*	X03149	81888	43916674	43919660	2987	-	0	inside	64	HYI
chr1	43995295	43995474	180	*	X03151	5792	43996547	44089343	92797	+	1072	upstream	1072	PTPRF
chr1	43995790	43995879	90	*	X03152	5792	43996547	44089343	92797	+	667	upstream	667	PTPRF
chr1	44114717	44114881	165	*	X03175	9682	44115797	44171189	55393	+	915	upstream	915	KDM4A
chr1	44115969	44115991	23	*	X03176	9682	44115797	44171189	55393	+	0	inside	171	KDM4A
chr1	44170950	44171056	107	*	X03180	6487	44171495	44396837	225343	+	438	upstream	438	ST3GAL3
chr1	44434014	44434110	97	*	X03183	1802	44435653	44439043	3391	+	1542	upstream	1542	DPH2
chr1	44434569	44434650	82	*	X03184	1802	44435653	44439043	3391	+	1002	upstream	1002	DPH2
chr1	44439997	44440101	105	*	X03185	533	44440602	44443972	3371	+	500	upstream	500	ATP6V0B
chr1	44444316	44444480	165	*	X03186	8704	44444874	44456843	11970	+	393	upstream	393	B4GALT2
chr1	44456857	44456976	120	*	X03191	149473	44457280	44462198	4919	+	303	upstream	303	CCDC24
chr1	44457397	44457531	135	*	X03192	149473	44457280	44462198	4919	+	0	inside	116	CCDC24
chr1	44496893	44496997	105	*	X03196	6536	44457172	44497164	39993	-	0	inside	166	SLC6A9
chr1	44497133	44497282	150	*	X03197	6536	44457172	44497164	39993	-	0	overlapStart	0	SLC6A9
chr1	44870636	44870755	120	*	X03206	55182	44870960	45117396	246437	+	204	upstream	204	RNF220
chr1	44871244	44871363	120	*	X03207	55182	44870960	45117396	246437	+	0	inside	283	RNF220
chr1	45009211	45009315	105	*	X03226	100847089	45011165	45011224	60	+	1849	upstream	1849	MIR5584
chr1	45139808	45139987	180	*	X03251	339541	45140394	45191263	50870	+	406	upstream	406	ARMH1
chr1	45139808	45139987	180	*	X03251	79639	45119501	45140099	20599	-	0	inside	111	TMEM53
chr1	45239969	45240005	37	*	X03256	6202	45241246	45244412	3167	+	1240	upstream	1240	RPS8
chr1	45239969	45240005	37	*	X03256	26811	45241537	45241610	74	+	1531	upstream	1531	SNORD55
chr1	45264817	45264951	135	*	X03263	1263	45266036	45271667	5632	+	1084	upstream	1084	PLK3
chr1	45265882	45265888	7	*	X03264	1263	45266036	45271667	5632	+	147	upstream	147	PLK3
chr1	45266084	45266091	8	*	X03265	1263	45266036	45271667	5632	+	0	inside	47	PLK3
chr1	45273577	45273666	90	*	X03271	149478	45274154	45279801	5648	+	487	upstream	487	BTBD19
chr1	45273577	45273666	90	*	X03271	343521	45271586	45272957	1372	-	619	upstream	619	DYNLT4
chr1	45274109	45274213	105	*	X03272	149478	45274154	45279801	5648	+	0	overlapStart	0	BTBD19
chr1	45274109	45274213	105	*	X03272	343521	45271586	45272957	1372	-	1151	upstream	1151	DYNLT4
chr1	45308589	45308693	105	*	X03285	8643	45285516	45308616	23101	-	0	overlapStart	0	PTCH2
chr1	45309024	45309158	135	*	X03286	8643	45285516	45308616	23101	-	407	upstream	407	PTCH2
chr1	45478466	45478555	90	*	X03288	79654	45468220	45477027	8808	-	1438	upstream	1438	HECTD3
chr1	45769595	45769687	93	*	X03289	400752	45769582	45771291	1710	+	0	inside	12	LINC01144
chr1	45792457	45792468	12	*	X03290	84842	45792545	45794346	1802	+	76	upstream	76	HPDL
chr1	45805444	45805593	150	*	X03291	114034	45805342	45809650	4309	+	0	inside	101	TOE1
chr1	45956806	45956817	12	*	X03292	10420	45809555	45956840	147286	-	0	inside	22	TESK2
chr1	46015232	46015351	120	*	X03295	10327	46016455	46035723	19269	+	1103	upstream	1103	AKR1A1
chr1	46049602	46049618	17	*	X03298	4678	46049660	46084578	34919	+	41	upstream	41	NASP
chr1	46049715	46049736	22	*	X03299	4678	46049660	46084578	34919	+	0	inside	54	NASP
chr1	46089772	46089861	90	*	X03305	149483	46085716	46089731	4016	-	40	upstream	40	CCDC17
chr1	46152188	46152258	71	*	X03308	51249	46153847	46160108	6262	+	1588	upstream	1588	TMEM69
chr1	46152188	46152258	71	*	X03308	60313	46092976	46152302	59327	-	0	inside	43	GPBP1L1
chr1	46152338	46152457	120	*	X03309	51249	46153847	46160108	6262	+	1389	upstream	1389	TMEM69
chr1	46152338	46152457	120	*	X03309	60313	46092976	46152302	59327	-	35	upstream	35	GPBP1L1
chr1	46152548	46152652	105	*	X03310	51249	46153847	46160108	6262	+	1194	upstream	1194	TMEM69
chr1	46152548	46152652	105	*	X03310	60313	46092976	46152302	59327	-	245	upstream	245	GPBP1L1
chr1	46153987	46154091	105	*	X03311	51249	46153847	46160108	6262	+	0	inside	139	TMEM69
chr1	46153987	46154091	105	*	X03311	60313	46092976	46152302	59327	-	1684	upstream	1684	GPBP1L1
chr1	46644155	46644212	58	*	X03330	8503	46505812	46642160	136349	-	1994	upstream	1994	PIK3R3
chr1	46712772	46712786	15	*	X03337	8438	46713367	46744145	30779	+	580	upstream	580	RAD54L
chr1	46712847	46712978	132	*	X03338	8438	46713367	46744145	30779	+	388	upstream	388	RAD54L
chr1	46713513	46713640	128	*	X03339	8438	46713367	46744145	30779	+	0	inside	145	RAD54L
chr1	46767408	46767767	360	*	X03345	7388	46769380	46782447	13068	+	1612	upstream	1612	UQCRH
chr1	46768128	46768247	120	*	X03346	7388	46769380	46782447	13068	+	1132	upstream	1132	UQCRH
chr1	46768638	46768802	165	*	X03347	7388	46769380	46782447	13068	+	577	upstream	577	UQCRH
chr1	46768638	46768802	165	*	X03347	10489	46744072	46769038	24967	-	0	inside	235	LRRC41
chr1	47698362	47698473	112	*	X03389	6886	47681963	47697892	15930	-	469	upstream	469	TAL1
chr1	48937570	48937820	251	*	X03417	54558	48761044	48937876	176833	-	0	inside	55	SPATA6
chr1	51433389	51433493	105	*	X03448	1031	51433608	51440309	6702	+	114	upstream	114	CDKN2C
chr1	51810917	51810931	15	*	X03464	22996	51752930	51810785	57856	-	131	upstream	131	TTC39A
chr1	52344352	52344411	60	*	X03471	4898	52254866	52344609	89744	-	0	inside	197	NRDC
chr1	52458152	52458233	82	*	X03472	5865	52373628	52456436	82809	-	1715	upstream	1715	RAB3B
chr1	52521048	52521167	120	*	X03477	91408	52521857	52556388	34532	+	689	upstream	689	BTF3L4
chr1	52522055	52522139	85	*	X03478	91408	52521857	52556388	34532	+	0	inside	197	BTF3L4
chr1	52522055	52522139	85	*	X03478	51060	52485804	52521843	36040	-	211	upstream	211	TXNDC12
chr1	52607493	52607601	109	*	X03479	9372	52607766	52812358	204593	+	164	upstream	164	ZFYVE9
chr1	52870058	52870076	19	*	X03482	84950	52870219	52883992	13774	+	142	upstream	142	PRPF38A
chr1	52870058	52870076	19	*	X03482	4998	52838501	52870143	31643	-	0	inside	66	ORC1
chr1	53019498	53019602	105	*	X03487	23318	52888948	53019130	130183	-	367	upstream	367	TUT4
chr1	53163616	53163765	150	*	X03492	65260	53152014	53164038	12025	-	0	inside	272	COA7
chr1	53191982	53192027	46	*	X03493	79699	53192131	53293013	100883	+	103	upstream	103	ZYG11B
chr1	53192252	53192565	314	*	X03494	79699	53192131	53293013	100883	+	0	inside	120	ZYG11B
chr1	53794124	53794273	150	*	X03530	7804	53708041	53793821	85781	-	302	upstream	302	LRP8
chr1	53794553	53794588	36	*	X03531	7804	53708041	53793821	85781	-	731	upstream	731	LRP8
chr1	53794713	53794832	120	*	X03532	7804	53708041	53793821	85781	-	891	upstream	891	LRP8
chr1	54410693	54410748	56	*	X03595	115353	54411999	54433841	21843	+	1250	upstream	1250	LRRC42
chr1	54412591	54412702	112	*	X03596	51668	54387234	54411288	24055	-	1302	upstream	1302	HSPB11
chr1	54412763	54413017	255	*	X03597	51668	54387234	54411288	24055	-	1474	upstream	1474	HSPB11
chr1	54873051	54873230	180	*	X03661	23648	54691104	54872068	180965	-	982	upstream	982	SSBP3
chr1	55007403	55007507	105	*	X03685	26027	55007930	55100417	92488	+	422	upstream	422	ACOT11
chr1	55089150	55089181	32	*	X03701	338094	55074850	55089200	14351	-	0	inside	18	FAM151A
chr1	55090690	55090701	12	*	X03702	338094	55074850	55089200	14351	-	1489	upstream	1489	FAM151A
chr1	55503694	55503768	75	*	X03723	255738	55505149	55530526	25378	+	1380	upstream	1380	PCSK9
chr1	55679451	55679488	38	*	X03732	100507634	55681081	55683128	2048	+	1592	upstream	1592	LOC100507634
chr1	55679646	55679900	255	*	X03733	100507634	55681081	55683128	2048	+	1180	upstream	1180	LOC100507634
chr1	55680355	55680380	26	*	X03734	100507634	55681081	55683128	2048	+	700	upstream	700	LOC100507634
chr1	55681341	55681475	135	*	X03735	100507634	55681081	55683128	2048	+	0	inside	259	LOC100507634
chr1	55681341	55681475	135	*	X03735	23358	55532032	55681039	149008	-	301	upstream	301	USP24
chr1	57045060	57045179	120	*	X03747	8613	56960419	57045257	84839	-	0	inside	77	PLPP3
chr1	57045330	57045419	90	*	X03748	8613	56960419	57045257	84839	-	72	upstream	72	PLPP3
chr1	57110425	57110699	275	*	X03749	5563	57110990	57181008	70019	+	290	upstream	290	PRKAA2
chr1	59012023	59012310	288	*	X03764	115209	58939504	59012446	72943	-	0	inside	135	OMA1
chr1	59012023	59012310	288	*	X03764	1600	57463579	59012446	1548868	-	0	inside	135	DAB1
chr1	59250634	59250753	120	*	X03767	100131060	59250823	59365384	114562	+	69	upstream	69	LINC01135
chr1	59250634	59250753	120	*	X03767	3725	59246463	59249785	3323	-	848	upstream	848	JUN
chr1	59250949	59250955	7	*	X03768	100131060	59250823	59365384	114562	+	0	inside	125	LINC01135
chr1	59250949	59250955	7	*	X03768	3725	59246463	59249785	3323	-	1163	upstream	1163	JUN
chr1	59613874	59613902	29	*	X03774	729467	59597608	59612479	14872	-	1394	upstream	1394	HSD52
chr1	59762632	59762721	90	*	X03775	55277	59762625	60228402	465778	+	0	inside	6	FGGY
chr1	60279321	60279413	93	*	X03779	51361	60280463	60342050	61588	+	1049	upstream	1049	HOOK1
chr1	61542748	61542867	120	*	X03801	4774	61542946	61928460	385515	+	78	upstream	78	NFIA
chr1	62207784	62207948	165	*	X03820	10207	62208149	62644347	436199	+	200	upstream	200	PATJ
chr1	62660305	62660368	64	*	X03826	54596	62660474	62678001	17528	+	105	upstream	105	L1TD1
chr1	62900327	62900430	104	*	X03829	7398	62901975	62917475	15501	+	1544	upstream	1544	USP1
